"country","disease","recommendation","source_url"
"Indonesia","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/indonesia"
"Indonesia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/indonesia"
"Iran","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Iran. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Iran. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Iran.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Malaria","CDC recommends that travelers going to certain areas of Iran take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas Previously, March–November in rural areas of Fars Province, Sistan-Baluchestan Province, and southern, tropical parts of Hormozgan and Kerman Provinces Recent outbreaks in Sistan-Baluchestan Province near the border with Pakistan Drug resistance1 Chloroquine Species P. vivax (90%) P. falciparum (10%) Recommended chemoprophylaxis Sistan-Baluchestan Province along the border with Pakistan: Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 All other areas with previous transmission: No chemoprophylaxis recommended (insect bite precautions and mosquito avoidance only)4 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Rabies","Dogs infected with rabies are commonly found in Iran. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Iran, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iran","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iran"
"Iraq","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Cholera","Cholera is presumed to be present in Iraq. Cholera is rare in travelers. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera. Vaccination may be considered for children and adults who are traveling to areas of active cholera transmission.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Iraq. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Iraq. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Iraq.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Rabies","Dogs infected with rabies are commonly found in Iraq. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Iraq, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Iraq","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/iraq"
"Ireland","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Hepatitis A","Consider hepatitis A vaccination for most travelers. It is recommended for travelers who will be doing higher risk activities, such as visiting smaller cities, villages, or rural areas where a traveler might get infected through food or water. It is recommended for travelers who plan on eating street food.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Ireland. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Ireland.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Rabies","Dogs infected with rabies are not commonly found in Ireland. If rabies exposures occur while in Ireland, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Ireland","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/ireland"
"Israel","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Israel, the West Bank and Gaza. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Israel, the West Bank and Gaza. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Israel, the West Bank and Gaza.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Polio","In Israel, the West Bank and Gaza, poliovirus has been identified in the past year. Travelers to Israel, the West Bank and Gaza are at increased risk of exposure to poliovirus. Vaccine recommendations: Adults traveling to Israel, the West Bank and Gaza who received a complete polio vaccination series as children may receive a single lifetime booster dose of inactivated polio vaccine; travelers who are unvaccinated or not fully vaccinated should receive a complete polio vaccination series before travel. Children who are not fully vaccinated will be considered for an accelerated vaccination schedule.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Rabies","Dogs infected with rabies are commonly found in Israel, the West Bank and Gaza. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Israel, the West Bank and Gaza, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Typhoid","If your trip includes the West Bank and Gaza, you might want to consider getting typhoid vaccine. You can get typhoid infection from contaminated food and water.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Israel","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/israel"
"Jamaica","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Jamaica. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Jamaica. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Jamaica.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Rabies","Dogs infected with rabies are not commonly found in Jamaica. If rabies exposures occur while in Jamaica, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Typhoid","Recommended for travelers visiting smaller cities or rural areas","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Jamaica","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jamaica"
"Japan","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Hepatitis A","Consider hepatitis A vaccination for most travelers. It is recommended for travelers who will be doing higher risk activities, such as visiting smaller cities, villages, or rural areas where a traveler might get infected through food or water. It is recommended for travelers who plan on eating street food.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Japan. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Japan.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Japanese Encephalitis","Recommended for travelers who Are moving to an area with Japanese encephalitis to live Spend long periods of time, such as a month or more, in areas with Japanese encephalitis Frequently travel to areas with Japanese encephalitis Consider vaccination for travelers Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Rabies","Dogs infected with rabies are not commonly found in Japan. If rabies exposures occur while in Japan, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Tick-borne Encephalitis","Avoid bug bites Learn more about tick-borne encephalitis at your destination.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Japan","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/japan"
"Jordan","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Jordan. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Jordan. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Jordan.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Rabies","Dogs infected with rabies are commonly found in Jordan. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Jordan, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Jordan","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/jordan"
"Kazakhstan","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Kazakhstan. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Kazakhstan. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Kazakhstan.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Rabies","Dogs infected with rabies are commonly found in Kazakhstan. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Kazakhstan, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Tick-borne Encephalitis","For travelers moving or traveling to TBE-endemic areas TBE vaccine is recommended for persons who will have extensive exposure to ticks based on their planned outdoor activities and itinerary. TBE vaccine may be considered for persons who might engage in outdoor activities in areas ticks are likely to be found.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kazakhstan","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers; this includes airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kazakhstan"
"Kenya","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
